TimeStamp(s),FrameCounter,AccX,AccY,AccZ,GyrX,GyrY,GyrZ,EulerX,EulerY,EulerZ
0.29000000000000004,29,-0.046,-0.991,-0.109,-13.0634424,-5.7868758000000025,-0.5156622000000001,85.5139815,-3.42628884,-53.96691402
0.3,30,-0.042,-0.988,-0.092,-12.9488508,-5.7868758000000025,-0.2291832000000001,85.37647158,-3.42055926,-54.02420982
0.31,31,-0.038,-0.997,-0.077,-13.3499214,-7.1046792000000005,-0.1718874,85.25042082,-3.42628884,-54.09296478
0.32,32,-0.040999999999999995,-1.008,-0.069,-15.297978599999999,-8.880849000000003,-0.286479,85.09572216000002,-3.42628884,-54.18463806000001
0.33,33,-0.047,-1.015,-0.075,-18.048177,-9.568398599999998,-0.5156622000000001,84.92383476,-3.42628884,-54.28204092
0.34,34,-0.051,-1.015,-0.08800000000000001,-20.5118964,-8.9954406,-0.40107059999999994,84.71756988,-3.43201842,-54.37371420000001
0.35000000000000003,35,-0.045,-1.008,-0.106,-21.944291399999997,-9.1100322,-0.2291832000000001,84.49411626,-3.43201842,-54.46538748
0.36000000000000004,36,-0.04,-0.9940000000000001,-0.134,-22.5745452,-10.4278356,-0.11459160000000004,84.27639222,-3.44347758,-54.56851991999999
0.37,37,-0.05,-0.985,-0.14400000000000002,-21.886995600000002,-12.318597,0.0,84.06439776,-3.45493674,-54.69457067999999
0.38,38,-0.057,-0.972,-0.141,-21.7151082,-14.266654199999998,-0.057295800000000015,83.85240329999998,-3.4663959,-54.83781018
0.39,39,-0.057999999999999996,-0.9490000000000001,-0.136,-22.5745452,-16.501190400000002,-0.286479,83.63467926,-3.47785506,-55.00396800000001
0.4,40,-0.048,-0.9129999999999999,-0.131,-23.892348600000002,-20.2254174,-0.8021411999999999,83.39976648,-3.48358464,-55.20450329999999
0.41000000000000003,41,-0.036000000000000004,-0.883,-0.128,-25.382039399999996,-24.637194,-1.8907614,83.15912412,-3.48931422,-55.45660482000001
0.42000000000000004,42,-0.04,-0.866,-0.125,-27.788463,-29.163562199999998,-3.8388186,82.90129302,-3.48358464,-55.748813399999996
0.43,43,-0.047,-0.858,-0.124,-28.5906042,-30.5386614,-6.417129599999999,82.63200276,-3.4492071599999994,-56.05821072
0.44,44,-0.055,-0.866,-0.134,-28.3041252,-30.4240698,-9.396511199999999,82.36844208,-3.3919113599999995,-56.37333762000001
0.45,45,-0.07,-0.892,-0.131,-26.5852512,-29.9084076,-12.261301199999998,82.12207014,-3.3059676599999994,-56.68846452
0.46,46,-0.091,-0.9309999999999999,-0.126,-24.0069402,-29.220858000000003,-14.209358400000001,81.89861652,-3.20283522,-56.99786184000001
0.47000000000000003,47,-0.105,-0.993,-0.11599999999999999,-21.772404,-27.559279800000002,-15.4125702,81.69235164,-3.0825140400000004,-57.290070420000006
0.48000000000000004,48,-0.10400000000000001,-1.054,-0.11199999999999999,-21.027558600000006,-25.2674478,-15.928232399999999,81.49754592000002,-2.9564632800000004,-57.56509026
0.49,49,-0.113,-1.099,-0.125,-21.027558600000006,-23.9496444,-16.042824000000003,81.30274019999997,-2.83041252,-57.82865094
0.5,50,-0.11699999999999999,-1.099,-0.13,-21.886995600000002,-22.4026578,-15.527161800000002,81.09647532,-2.71582092,-58.07502287999999
0.51,51,-0.109,-1.093,-0.146,-21.5432208,-20.8556712,-15.011499599999999,80.89021044,-2.59549974,-58.30420608000001
0.52,52,-0.113,-1.088,-0.156,-21.371333399999997,-18.3919518,-14.4958374,80.68394556000001,-2.48090814,-58.51047096
0.53,53,-0.11900000000000001,-1.073,-0.156,-21.4286292,-14.4958374,-13.5791046,80.4719511,-2.36631654,-58.67662878
0.54,54,-0.12300000000000001,-1.0490000000000002,-0.136,-18.8503182,-11.45916,-11.917526400000002,80.28860454,-2.26891368,-58.80840912
0.55,55,-0.11699999999999999,-1.04,-0.14400000000000002,-18.793022399999998,-9.7975818,-9.7975818,80.10525798,-2.20015872,-58.92300072000001
0.56,56,-0.105,-1.043,-0.14,-19.4232762,-8.8235532,-7.1046792000000005,79.91045226,-2.14286292,-59.02613315999999
0.5700000000000001,57,-0.094,-1.051,-0.162,-20.5118964,-8.3651868,-4.0680017999999984,79.70991696000002,-2.1199446,-59.11207686
0.5800000000000001,58,-0.092,-1.055,-0.17300000000000001,-20.5691922,-8.8235532,-1.8334656000000005,79.50365208,-2.11421502,-59.20375014
0.59,59,-0.1,-1.045,-0.166,-21.2567418,-8.250595200000001,-0.6302538000000001,79.29165762,-2.12567418,-59.28969384000001
0.6,60,-0.10300000000000001,-1.022,-0.187,-22.9756158,-7.734933000000002,0.11459160000000004,79.05674484,-2.1485925000000003,-59.36417838
0.61,61,-0.115,-1.003,-0.19399999999999998,-23.9496444,-7.2765666,0.286479,78.82183205999998,-2.1657812400000003,-59.43866292
0.62,62,-0.12,-0.991,-0.213,-26.1841806,-6.0733548,-0.1718874,78.55827138,-2.1772404,-59.50168829999999
0.63,63,-0.124,-0.981,-0.245,-28.533308399999996,-4.6982555999999995,-1.3178034,78.27179238,-2.1772404,-59.55325452
0.64,64,-0.124,-0.965,-0.249,-29.507337,-2.291832,-2.2345362,77.96812464000001,-2.16005166,-59.58190241999999
0.65,65,-0.133,-0.943,-0.24,-30.4240698,1.8907614,-3.0939732,77.65299774,-2.1485925000000003,-59.57044326000001
0.66,66,-0.156,-0.9,-0.204,-32.257535399999995,7.2765666,-3.5523396000000003,77.3206821,-2.10275586,-59.50741787999999
0.67,67,-0.163,-0.853,-0.203,-34.262888399999994,11.8602306,-3.380452200000001,76.96544814,-2.05118964,-59.40428544
0.68,68,-0.14800000000000002,-0.831,-0.22,-34.2055926,15.4125702,-2.6929026,76.61594376000002,-1.99962342,-59.26677552
0.6900000000000001,69,-0.134,-0.851,-0.22399999999999998,-31.79916900000001,17.303331600000003,-2.2345362,76.28362812,-1.94232762,-59.10634728
0.7000000000000001,70,-0.122,-0.884,-0.233,-30.7678446,20.168121600000006,-2.0053530000000004,75.95704206,-1.89649098,-58.91727113999999
0.7100000000000001,71,-0.127,-0.902,-0.259,-29.67922440000001,22.9756158,-2.5783110000000002,75.64764474,-1.82200644,-58.699547100000004
0.72,72,-0.133,-0.922,-0.258,-27.4446882,25.78311,-3.9534102,75.35543616,-1.73033316,-58.46463432
0.73,73,-0.11699999999999999,-0.9279999999999999,-0.22899999999999998,-27.1582092,28.5906042,-5.5003968,75.06895716,-1.6157415599999996,-58.20680322000001
0.74,74,-0.149,-0.917,-0.217,-27.788463,30.7678446,-6.7609043999999985,74.771019,-1.48396122,-57.93178338
0.75,75,-0.177,-0.8859999999999999,-0.2,-31.6845774,31.340802600000004,-8.136003599999999,74.44443294,-1.3464512999999998,-57.65103395999999
0.76,76,-0.171,-0.863,-0.22899999999999998,-34.66395900000001,33.5753388,-10.7143146,74.07773982,-1.1688343199999998,-57.35882538
0.77,77,-0.146,-0.857,-0.239,-37.586044799999996,35.9817624,-13.3499214,73.68812838,-0.95683986,-57.05515764
0.78,78,-0.11199999999999999,-0.867,-0.22,-39.3622146,38.3308902,-15.469866,73.27559862,-0.7161975,-56.73430116
0.79,79,-0.073,-0.883,-0.239,-42.97185,41.0237928,-16.386598799999998,72.82869138,-0.4526368200000001,-56.39625594
0.8,80,-0.027000000000000003,-0.9109999999999999,-0.24,-45.550160999999996,41.6540466,-16.558486199999994,72.36459540000001,-0.18907614,-56.05248114
0.81,81,-0.015,-0.9309999999999999,-0.23399999999999999,-47.6128098,42.742666799999995,-17.7044022,71.87185152,0.0859437,-55.70297676
0.8200000000000001,82,-0.035,-0.951,-0.258,-51.9672906,45.0917946,-17.8189938,71.33900058,0.37815228,-55.33628364
0.8300000000000001,83,-0.062,-0.946,-0.26,-54.7747848,46.2377106,-16.501190400000002,70.78323132,0.6589017,-54.95813136
0.8400000000000001,84,-0.08800000000000001,-0.91,-0.223,-57.8114622,46.29500640000001,-14.037471,70.19308457999999,0.92819196,-54.56851991999999
0.85,85,-0.126,-0.846,-0.19699999999999998,-62.8534926,44.2323576,-10.4851314,69.56283078,1.1459160000000002,-54.19609722
0.86,86,-0.132,-0.7929999999999999,-0.18899999999999997,-63.9994086,42.742666799999995,-8.307891,68.91538824,1.3579104599999998,-53.8294041
0.87,87,-0.11800000000000001,-0.755,-0.185,-65.7755784,39.8778768,-5.443101,68.25075696,1.53552744,-53.48562930000001
0.88,88,-0.071,-0.743,-0.179,-68.1247062,36.898495200000006,-4.8701430000000006,67.56320736,1.6959556799999995,-53.16477282
0.89,89,-0.035,-0.777,-0.13699999999999998,-67.43715660000001,32.658606,-7.7922288,66.88138734,1.87930224,-52.89548255999999
0.9,90,-0.026000000000000002,-0.767,-0.166,-76.89096359999998,30.137590799999998,-11.2299768,66.10789403999999,2.07983754,-52.67202894
0.91,91,-0.036000000000000004,-0.7559999999999999,-0.158,-76.7190762,33.5753388,-14.266654199999998,65.33440074,2.32620948,-52.425657
0.92,92,-0.035,-0.7759999999999999,-0.22,-75.2293854,38.0444112,-18.2200644,64.57809618,2.6356068,-52.16209632
0.93,93,-0.006,-0.799,-0.22899999999999998,-74.9429064,38.90384820000001,-18.277360199999997,63.82752120000001,2.94500412,-51.89280606
0.9400000000000001,94,0.057999999999999996,-0.789,-0.273,-78.60983759999998,31.2835068,-14.4958374,63.03683916,3.19710564,-51.686541180000006
0.9500000000000001,95,0.129,-0.799,-0.4320000000000001,-80.61519059999998,21.657812399999997,-9.9121734,62.21750922,3.37472262,-51.5375721
0.9600000000000001,96,0.212,-0.821,-0.386,-79.81304940000003,12.4904844,-6.5317212,61.40963844,3.47785506,-51.46308756
0.97,97,0.251,-0.76,-0.391,-81.64651500000002,2.6929026,-6.417129599999999,60.57884934,3.5351508600000003,-51.47454672
0.98,98,0.242,-0.701,-0.325,-77.80769640000003,-6.0733548,-7.8495246,59.7881673,3.56379876,-51.57194958
0.99,99,0.21100000000000002,-0.6559999999999999,-0.294,-73.338624,-10.2559482,-9.0527364,59.03186274000001,3.58671708,-51.709459499999994
1.0,100,0.165,-0.653,-0.282,-67.0933818,-12.032118,-10.943497800000001,58.35004272,3.61536498,-51.87561732
1.01,101,0.10099999999999999,-0.698,-0.255,-61.592985,-10.828906199999999,-11.9748222,57.71405934000001,3.65547204,-52.03031598
1.02,102,0.043,-0.7,-0.308,-61.36380179999999,-9.453807,-11.688343199999998,57.08380553999999,3.6955791,-52.17928506
1.03,103,-0.024,-0.67,-0.33399999999999996,-58.842786600000004,-7.906820400000001,-9.3392154,56.48219964,3.7242269999999995,-52.29960624
1.04,104,-0.07200000000000001,-0.632,-0.35600000000000004,-55.92070079999999,-6.1879464,-7.5057497999999985,55.90924163999999,3.74714532,-52.39700910000001
1.05,105,-0.065,-0.607,-0.369,-53.34238979999999,-4.010706000000001,-6.3025379999999975,55.35920196000001,3.76433406,-52.46576406000001
1.06,106,-0.016,-0.583,-0.397,-50.5348956,-1.2032118,-7.161975,54.84353976,3.810170700000002,-52.51733028
1.07,107,0.022000000000000002,-0.581,-0.462,-47.784697200000004,0.8594370000000001,-8.021412000000002,54.35652546,3.873196080000002,-52.56316691999999
1.08,108,0.057999999999999996,-0.637,-0.474,-42.112413000000004,2.5210152000000003,-8.136003599999999,53.92680696,3.94768062,-52.59181482
1.09,109,0.09,-0.6629999999999999,-0.45799999999999996,-40.10706,2.6929026,-7.0473834,53.52000678,4.01643558,-52.60900356
1.1,110,0.11599999999999999,-0.662,-0.485,-38.445481799999996,1.6042823999999998,-4.8128472,53.124665760000006,4.0680017999999984,-52.62619229999999
1.11,111,0.135,-0.6759999999999999,-0.516,-35.236917,0.11459160000000004,-2.0053530000000004,52.76370221999999,4.0794609600000005,-52.63765146
1.12,112,0.158,-0.682,-0.5589999999999999,-33.804522,-1.0313244000000001,1.145916,52.41992742,4.05654264,-52.64338104000001
1.1300000000000001,113,0.159,-0.6829999999999999,-0.593,-31.111619399999995,-3.5523396000000003,4.297185,52.10480051999999,3.99924684,-52.64338104000001
1.1400000000000001,114,0.142,-0.6759999999999999,-0.586,-29.5646328,-4.5263682,5.9014674000000005,51.80686236,3.9247623,-52.64911062
1.1500000000000001,115,0.13699999999999998,-0.664,-0.63,-28.361421000000004,-4.3544808,5.0993262,51.49173546,3.8674665,-52.64338104000001
1.1600000000000001,116,0.136,-0.691,-0.688,-25.382039399999996,-3.6096353999999997,3.1512689999999997,51.23390436,3.81590028,-52.6548402
1.17,117,0.129,-0.733,-0.682,-22.7464326,-3.1512689999999997,1.0886202,51.00472116,3.78725238,-52.67202894
1.18,118,0.124,-0.7440000000000001,-0.6809999999999999,-22.1161788,-3.7242269999999995,0.286479,50.77553796,3.75860448,-52.70067684000001
1.19,119,0.131,-0.762,-0.6890000000000001,-20.8556712,-6.0160589999999985,0.6302538000000001,50.5635435,3.71276784,-52.74651348
1.2,120,0.134,-0.76,-0.693,-20.5691922,-8.7662574,1.6615782,50.33436029999999,3.65547204,-52.7980797
1.21,121,0.127,-0.75,-0.703,-19.8816426,-11.2872726,2.5210152000000003,50.133825,3.56379876,-52.87256424
1.22,122,0.122,-0.7290000000000001,-0.706,-18.793022399999998,-13.0061466,2.86479,49.93901928,3.46066632,-52.95277836
1.23,123,0.133,-0.726,-0.7120000000000001,-18.334656,-15.469866,3.4377480000000005,49.74994314,3.33461556,-53.05591080000001
1.24,124,0.142,-0.718,-0.701,-17.5325148,-18.8503182,4.2398892,49.56659658,3.18564648,-53.1705024
1.25,125,0.136,-0.705,-0.6920000000000001,-17.3606274,-22.2880662,4.3544808,49.36606128,3.01948866,-53.30801232
1.26,126,0.12,-0.701,-0.73,-15.9855282,-23.4339822,3.5523396000000003,49.19990346,2.84760126,-53.46844056
1.27,127,0.09300000000000001,-0.701,-0.723,-13.8082878,-22.1734746,2.2345362,49.05093438,2.68717302,-53.62313922
1.28,128,0.057,-0.682,-0.684,-11.0580894,-19.8243468,0.8021411999999999,48.93634278,2.55539268,-53.7721083
1.29,129,0.025,-0.6859999999999999,-0.6679999999999999,-7.906820400000001,-19.0222056,-0.3437748,48.85039908,2.4350715000000003,-53.92107738
1.3,130,0.025,-0.695,-0.687,-6.4744254,-19.8816426,-0.40107059999999994,48.75872579999999,2.3147503200000004,-54.07004645999999
1.31,131,0.052000000000000005,-0.71,-0.705,-4.7555514,-20.7983754,-0.6875496,48.70715958,2.18296998,-54.230474699999995
1.32,132,0.071,-0.7070000000000001,-0.7,-3.2658606,-20.3973048,-1.145916,48.67278209999999,2.0626488000000003,-54.39663252
1.33,133,0.065,-0.7020000000000001,-0.701,-0.8594370000000001,-19.194093,-1.5469866,48.66132294000001,1.95378678,-54.55133118
1.34,134,0.044000000000000004,-0.706,-0.726,0.3437748,-18.8503182,-2.1199446,48.66132294000001,1.85065434,-54.71175942
1.35,135,0.040999999999999995,-0.6970000000000001,-0.7120000000000001,1.7188740000000002,-18.8503182,-2.291832,48.64986378,1.75325148,-54.86072849999999
1.36,136,0.052000000000000005,-0.706,-0.7070000000000001,3.7242269999999995,-18.2200644,-2.4064236,48.68424126,1.6558486199999998,-55.01542716
1.37,137,0.049,-0.72,-0.718,5.3285094000000015,-16.4438946,-2.5783110000000002,48.73580748,1.5756344999999998,-55.15866666000001
1.3800000000000001,138,0.047,-0.727,-0.743,6.0160589999999985,-14.438541599999999,-2.4064236,48.79883286,1.50114996,-55.28471741999999
1.3900000000000001,139,0.035,-0.727,-0.722,7.734933000000002,-14.4958374,-1.7761698000000001,48.8733174,1.42666542,-55.40503860000001
1.4000000000000001,140,0.027000000000000003,-0.716,-0.723,9.0527364,-14.438541599999999,-1.7188740000000002,48.93634278,1.3464512999999998,-55.5196302
1.4100000000000001,141,0.036000000000000004,-0.7140000000000001,-0.758,10.1413566,-12.318597,-1.6615782,49.03947522,1.28342592,-55.62849222
1.42,142,0.03,-0.735,-0.758,13.636400400000001,-8.078707799999998,-2.9793816000000004,49.17698514,1.2605076000000002,-55.708706340000006
1.43,143,-0.01,-0.736,-0.7340000000000001,15.870936600000002,-3.4377480000000005,-4.1252976000000015,49.33741338,1.27196676,-55.76027256
1.44,144,-0.006,-0.758,-0.753,18.2200644,0.4583664000000001,-5.2139178,49.52075994000001,1.31207382,-55.78892046
1.45,145,0.009000000000000001,-0.773,-0.73,20.3973048,2.0053530000000004,-5.443101,49.71556566,1.36936962,-55.80610920000001
1.46,146,0.043,-0.792,-0.725,21.944291399999997,1.9480572,-5.3285094000000015,49.93901928,1.42666542,-55.82329794
1.47,147,0.09,-0.8009999999999999,-0.745,21.314037600000002,-0.4583664000000001,-4.8701430000000006,50.15101374,1.4610428999999998,-55.85767542
1.48,148,0.133,-0.8220000000000001,-0.743,22.2880662,-4.7555514,-4.5263682,50.38019694,1.47250206,-55.92070079999999
1.49,149,0.156,-0.8079999999999999,-0.757,21.829699800000004,-8.9954406,-4.5263682,50.59792098,1.45531332,-56.02383324
1.5,150,0.126,-0.84,-0.7559999999999999,24.694489800000003,-11.5164558,-4.4690724,50.83856333999999,1.432395,-56.138424840000006
1.51,151,0.079,-0.86,-0.764,24.522602399999997,-12.5477802,-4.297185,51.08493528,1.39228794,-56.25874602
1.52,152,0.011000000000000001,-0.872,-0.757,25.78311,-11.1153852,-4.8701430000000006,51.34849596,1.36936962,-56.3790672
1.53,153,-0.027999999999999997,-0.8690000000000001,-0.7340000000000001,26.69984280000001,-6.875496000000001,-6.0733548,51.617786220000006,1.38082878,-56.47074048
1.54,154,-0.035,-0.8690000000000001,-0.7190000000000001,27.7311672,-2.9220858,-7.161975,51.89853564,1.4209358399999998,-56.53376586
1.55,155,0.0,-0.88,-0.722,28.5906042,0.0,-7.3911582,52.17928506,1.4782316400000002,-56.5796025
1.56,156,0.044000000000000004,-0.893,-0.725,28.934378999999996,1.3750992,-7.0473834,52.47149363999999,1.5469866,-56.60825040000001
1.57,157,0.075,-0.912,-0.7120000000000001,29.793815999999996,1.3750992,-6.4744254,52.77516138,1.61001198,-56.6368983
1.58,158,0.08199999999999999,-0.922,-0.716,30.3094782,0.7448454000000001,-6.130650599999999,53.07882912,1.6673077799999998,-56.66554620000001
1.59,159,0.085,-0.9359999999999999,-0.7290000000000001,30.022999199999997,-0.9167328000000001,-5.72958,53.38249686,1.71314442,-56.70565326
1.6,160,0.09300000000000001,-0.956,-0.743,29.67922440000001,-3.2085647999999996,-5.443101,53.68043501999999,1.7475218999999995,-56.76294906
1.61,161,0.084,-0.9740000000000001,-0.738,29.5646328,-5.6722842,-5.1566220000000005,53.97837317999999,1.76471064,-56.837433600000004
1.62,162,0.063,-0.983,-0.727,29.163562199999998,-6.6463128000000005,-4.8701430000000006,54.27058175999999,1.77044022,-56.91764771999999
1.6300000000000001,163,0.036000000000000004,-0.986,-0.7240000000000001,28.533308399999996,-6.8182002000000015,-4.010706000000001,54.56279034000001,1.77044022,-56.99786184000001
1.6400000000000001,164,0.023,-0.976,-0.7140000000000001,27.7311672,-6.4744254,-2.9220858,54.83781018,1.75898106,-57.06661680000001
1.6500000000000001,165,0.02,-0.983,-0.688,28.418716800000002,-6.2452422,-1.7188740000000002,55.12428918000001,1.74179232,-57.1239126
1.6600000000000001,166,0.026000000000000002,-0.9690000000000001,-0.703,26.4706596,-6.130650599999999,-0.8594370000000001,55.39357944,1.7188740000000002,-57.1812084
1.6700000000000002,167,0.025,-0.973,-0.688,27.903054600000004,-6.0733548,-0.2291832000000001,55.67432886,1.6959556799999995,-57.23277462000001
1.68,168,0.023,-0.9640000000000001,-0.664,27.1582092,-5.958763200000001,0.057295800000000015,55.94934870000001,1.6615782,-57.27861126000001
1.69,169,0.024,-0.956,-0.6609999999999999,26.5852512,-6.0160589999999985,0.11459160000000004,56.21863896,1.6329303,-57.32444790000001
1.7,170,0.026000000000000002,-0.971,-0.65,26.41336380000001,-6.3025379999999975,0.1718874,56.48219964,1.6042824000000002,-57.37601412
1.71,171,0.021,-0.9490000000000001,-0.649,24.8663772,-6.0160589999999985,0.40107059999999994,56.73430116,1.56990492,-57.42185076000001
1.72,172,0.015,-0.94,-0.633,25.78311,-5.844171599999999,0.0,56.99786184000001,1.5412570200000002,-57.47341698
1.73,173,0.008,-0.941,-0.62,25.6112226,-5.443101,-0.1718874,57.25569294,1.5183387000000002,-57.51925361999999
1.74,174,0.006,-0.935,-0.613,24.9809688,-5.0993262,-0.3437748,57.50779446,1.50114996,-57.55936068
1.75,175,0.011000000000000001,-0.943,-0.616,25.0382646,-5.1566220000000005,-0.9167328000000001,57.7541664,1.48396122,-57.60519732
1.76,176,0.015,-0.95,-0.623,24.0069402,-5.3285094000000015,-1.4896908000000002,58.00053833999999,1.47250206,-57.66249312
1.77,177,0.013000000000000001,-0.96,-0.626,23.2620948,-5.844171599999999,-2.0053530000000004,58.23545111999999,1.4610428999999998,-57.71978892
1.78,178,0.006,-0.9620000000000001,-0.626,21.7151082,-5.72958,-2.3491277999999998,58.45317516,1.45531332,-57.78281430000001
1.79,179,-0.003,-0.9620000000000001,-0.628,20.5691922,-5.3285094000000015,-2.9220858,58.66516962000001,1.4610428999999998,-57.8401101
1.8,180,-0.006999999999999999,-0.963,-0.625,19.0222056,-4.6409598,-3.4377480000000005,58.842786600000004,1.4610428999999998,-57.8974059
1.81,181,-0.011000000000000001,-0.958,-0.622,17.761698000000006,-4.010706000000001,-4.010706000000001,59.02613315999999,1.4782316400000002,-57.94897212000001
1.82,182,-0.01,-0.955,-0.608,16.386598799999998,-3.2658606,-4.5263682,59.19229098,1.50114996,-58.00053833999999
1.83,183,0.0,-0.9490000000000001,-0.597,15.011499599999999,-2.6929026,-4.9847346,59.34126005999999,1.53552744,-58.04637498
1.84,184,0.009000000000000001,-0.941,-0.584,13.8082878,-2.4064236,-5.5576926,59.47876998,1.5756344999999998,-58.0979412
1.85,185,0.02,-0.935,-0.575,11.9748222,-2.4064236,-6.0733548,59.58763199999999,1.6157415599999996,-58.14377784
1.86,186,0.026000000000000002,-0.9279999999999999,-0.5670000000000001,10.828906199999999,-2.6356068,-6.4744254,59.69649402,1.6615782,-58.20107363999999
1.87,187,0.03,-0.9229999999999999,-0.562,9.453807,-3.0939732,-6.5317212,59.7881673,1.70168526,-58.25836943999999
1.8800000000000001,188,0.031,-0.9179999999999999,-0.5579999999999999,8.5370742,-3.8388186,-6.8182002000000015,59.87411099999999,1.74179232,-58.327124399999995
1.8900000000000001,189,0.027999999999999997,-0.917,-0.552,7.7922288,-4.5263682,-7.0473834,59.95432512,1.78189938,-58.40160894
1.9000000000000001,190,0.023,-0.912,-0.5489999999999999,6.8182002000000015,-5.042030400000002,-7.1046792000000005,60.00589134000001,1.81627686,-58.47609348
1.9100000000000001,191,0.023,-0.9079999999999999,-0.5479999999999999,6.1879464,-5.443101,-7.161975,60.06318714,1.85638392,-58.56203718
1.9200000000000002,192,0.015,-0.9009999999999999,-0.552,5.2139178,-5.9014674000000005,-7.0473834,60.11475336000001,1.8907614,-58.64798088
1.93,193,0.001,-0.892,-0.5429999999999999,4.6409598,-6.130650599999999,-6.703608600000001,60.16059,1.9194093000000003,-58.73392457999999
1.94,194,-0.005,-0.8859999999999999,-0.537,4.4690724,-5.844171599999999,-6.589017,60.20642664,1.9480572000000005,-58.8141387
1.95,195,-0.006999999999999999,-0.883,-0.532,4.297185,-5.1566220000000005,-6.3598338,60.22361538,1.9595163600000003,-58.88862324
1.96,196,-0.01,-0.879,-0.529,3.8961144,-4.6982555999999995,-6.0733548,60.26372244,1.99389384,-58.9573782
1.97,197,-0.008,-0.873,-0.529,3.6096353999999997,-4.0680017999999984,-5.6149884000000005,60.29809991999999,2.02254174,-59.02040358000001
1.98,198,-0.004,-0.862,-0.528,3.3231564,-3.4377480000000005,-4.8128472,60.32674782,2.04546006,-59.07769938
